"id","inqno","fdate","remark","ndate","datetime","user_id"
"5894","4182","2022-03-02","  It is under final negotiations.","2022-03-25","2022-03-02 17:31:38.166508","3011"
"5895","2756","2022-03-02","They are waiting for the technical evaluation for this bid.","2022-06-14","2022-03-02 18:09:58.710271","3044"
"5896","2770","2022-03-02","It will take 3 months.","2022-05-10","2022-03-02 18:10:30.837288","3044"
"5897","2833","2022-03-02","It will open after 2 months.","2022-04-13","2022-03-02 18:13:19.872435","3044"
"5898","3313","2022-03-02","It will take 2 months.","2022-04-21","2022-03-02 18:14:37.334550","3044"
"5899","4795","2022-03-02","Firm Requirements. L","2022-03-25","2022-03-02 18:20:32.010574","3011"
"5900","4705","2022-03-02","They will participate in reverse auction. It will take 2 months. ","2022-05-17","2022-03-02 18:28:51.470185","3044"
"5901","16","2022-03-01","   Again we have received the mail asking for final prices.","2022-03-15","2022-03-03 10:44:21.264911","3011"
"5902","2486","2022-03-03","IOAGPL has been dropped by the client and there shall be retendering in the project. NTPC Is still  open.","2022-03-04","2022-03-03 11:09:45.519295","3053"
"5903","3570","2022-03-03","It is still in technical evaluation and they shall let us know during finalisation","2022-03-29","2022-03-03 11:11:09.482624","3053"
"5904","4961","2022-03-03","      Firm Requirements for IOCL-Panipat Project. L and T is waiting for reply from IOCL.","2022-03-25","2022-03-03 11:33:55.085072","3011"
"5905","4606","2022-03-01","PO Received.","2022-03-10","2022-03-03 11:42:00.016009","3011"
"5906","5083","2022-03-03","Offer has been submitted and they shall let us know at the time of finalisation","2022-03-30","2022-03-03 11:53:43.895964","3053"
"5907","5225","2022-03-03"," Commercial offer submitted / We are in touch with client","2022-03-15","2022-03-03 12:19:44.537087","3048"
"5908","4379","2022-03-03","It under follow up by mail.","2022-03-17","2022-03-03 12:27:18.913118","3048"
"5909","4226","2022-03-03","It is under follow up by mail ","2022-03-17","2022-03-03 12:32:59.925150","3048"
"5910","3266","2022-03-03","They will provide us revised quantities.","2022-04-12","2022-03-03 18:14:37.721745","3044"
"5911","3311","2022-03-03","Still ONGC did not take any decision of this project for the supply of cables.","2022-04-20","2022-03-03 18:17:13.316946","3044"
"5912","3478","2022-03-03","It is under technical evaluation and shall let us know at the time of finalisation","2022-05-24","2022-03-03 18:24:15.978728","3053"
"5913","3123","2022-03-03","The bid will open within 2 - 4 weeks","2022-03-30","2022-03-03 18:27:01.196330","3053"
"5914","2864","2022-03-03","The project is on hold. They shall let us know at the time of finalisation","2022-04-27","2022-03-03 18:27:35.164064","3053"
"5915","2852","2022-03-03","It will take one month to open the bid and finalise","2022-04-04","2022-03-03 18:41:43.021040","3053"
"5916","5237","2022-03-04","Commercial offer submitted / it is under follow up","2022-03-15","2022-03-04 11:50:42.267044","3048"
"5917","5215","2022-03-04","Commercial offer submitted, It is under follow up","2022-03-15","2022-03-04 11:51:18.388043","3048"
"5918","4980","2022-03-04","It is under follow up , They will inform us at the time of finalization.","2022-03-15","2022-03-04 11:59:23.583035","3048"
"5919","5124","2022-03-05","We have submitted the offer and they have compared it with Polycab rates. We have provided FRLS cables and they are doing technical scrutiny now. ","2022-03-30","2022-03-05 11:38:50.777632","3053"
"5920","5200","2022-03-05","Order received ","2022-03-05","2022-03-05 15:40:21.833859","3033"
"5921","5265","2022-03-05","Offer Has been submitted. Our rates are higher . they purchase 2.5 Sq.mm cable in around 13 to 14 .","2022-03-08","2022-03-05 15:40:56.374033","3068"
"5922","5192","2022-03-05","We have received an enquiry  but order went polycab.  ","2022-03-05","2022-03-05 15:42:16.815199","3033"
"5923","5261","2022-03-05","Offer Has been Submitted.","2022-03-07","2022-03-05 15:44:25.639258","3068"
"5924","5258","2022-03-05","Offer Has been Submitted.","2022-03-07","2022-03-05 15:46:49.044611","3068"
"5925","5171","2022-03-05","Tender will be opened in Month of April ","2022-04-05","2022-03-05 16:07:36.521415","3033"
"5926","5108","2022-03-05","Offer sent for tendering purpose.   ","2022-04-05","2022-03-05 16:08:15.640500","3033"
"5927","5057","2022-03-05","Urgent requirement closed with dealers.  ","2022-03-29","2022-03-05 16:09:26.500240","3033"
"5928","5043","2022-03-05","Tender will be opened month of April  ","2022-04-05","2022-03-05 16:09:57.046633","3033"
"5929","3759","2022-03-05","  It is under follow up by mails and calls , we have not received any update from client.","2022-03-31","2022-03-05 16:40:59.433057","3048"
"5930","3272","2022-03-07","They will intimate us before finalization.","2022-04-21","2022-03-07 11:18:52.143110","3044"
"5931","5027","2022-03-07","They have quoted to PP Boilers UP,  PP Boilers has order form west Africa. ","2022-04-05","2022-03-07 12:02:44.781788","3033"
"5932","5026","2022-03-07","Under follow up, will take time. ","2022-04-05","2022-03-07 12:03:14.716024","3033"
"5933","3623","2022-03-07","It will take 2 months.","2022-04-20","2022-03-07 12:16:45.555513","3044"
"5934","4894","2022-03-07","Technical evaluation  is ongoing.   ","2022-04-30","2022-03-07 12:22:18.295825","3033"
"5935","3937","2022-03-07","They are working on other project so that they will intimate us before procuring this material.","2022-04-27","2022-03-07 17:00:12.584254","3044"
"5936","3302","2022-03-07","It is under follow up ","2022-03-25","2022-03-07 17:00:54.493207","3048"
"5937","3963","2022-03-07","Project on hold they will intimate us after sometime.","2022-04-12","2022-03-07 18:20:12.017516","3044"
"5938","3940","2022-03-07","They will provide us revised BOQ of the cables after April.","2022-05-17","2022-03-07 18:21:10.584130","3044"
"5939","3850","2022-03-07","It is under follow up ","2022-03-15","2022-03-07 18:51:29.216987","3048"
"5940","4305","2022-03-07","we Sent 0.5 Sq.mm Fiber Glass Sample. They will update approvel of Sample","2022-03-14","2022-03-07 19:07:05.344378","3068"
"5941","2620","2022-01-20","We have submitted the offer and they have asked for technical details we have provided them the details.","2022-02-15","2022-03-07 19:21:24.648779","3053"
"5942","2620","2022-02-15","They are yet to update the information on this inquiry. Client is from Japan and they shall reply over the email only.","2022-03-15","2022-03-07 19:22:09.536243","3053"
"5943","4979","2022-03-07","Due to high raw material rates we have intimated them to wait for the condition to relax. They asked us to remove FRLS from inner sheath","2022-03-28","2022-03-07 19:25:12.069246","3053"
"5944","5119","2022-03-07","Offer has been submitted and it is a budgetary quote for PGCB Bangladesh so it will take time to finalise.","2022-05-02","2022-03-07 19:29:13.641790","3053"
"5945","3238","2022-03-08","It is under follow up.","2022-04-28","2022-03-08 10:08:32.788347","3044"
"5946","3337","2022-03-08","It is under scrutiny. ","2022-04-27","2022-03-08 10:15:40.742924","3044"
"5947","3601","2022-03-08","If they get this tender they will let us know about this. Under evaluation.","2022-05-12","2022-03-08 10:23:21.048506","3044"
"5948","3677","2022-03-08","if they will get this tender they will let us know about it.","2022-05-18","2022-03-08 10:26:43.093030","3044"
"5949","3947","2022-03-08","They are waiting for the technical revision from L ","2022-04-22","2022-03-08 10:28:00.774164","3044"
"5950","3763","2022-03-08","It will take more than 3 months.","2022-07-06","2022-03-08 10:38:11.210959","3044"
"5951","4509","2022-03-08","As discussed with Mr. Basu Gupta , the project is on hold due to some technical issue / they will update us / it is under follow up","2022-04-10","2022-03-08 10:47:20.767445","3048"
"5952","4088","2022-03-08","This is additional inquiry for the project. They did not take any decision on this.","2022-04-22","2022-03-08 10:48:43.971155","3044"
"5953","4089","2022-03-08","If they need this cable at site then they will intimate us.","2022-04-28","2022-03-08 10:51:34.176494","3044"
"5954","4118","2022-03-08","If they get this tender than they will let us know about this. Under evaluation.","2022-05-12","2022-03-08 10:54:00.683353","3044"
"5955","4119","2022-03-08","They are waiting for the technical clearance.","2022-04-22","2022-03-08 11:08:04.428924","3044"
"5956","4181","2022-03-08","It will take time. ","2022-05-19","2022-03-08 11:10:20.626424","3044"
"5957","4186","2022-03-08","We have submitted our offer and they will intimate us.","2022-04-28","2022-03-08 11:18:42.231368","3044"
"5958","4191","2022-03-08","Under follow up.","2022-04-27","2022-03-08 11:22:53.950045","3044"
"5959","4477","2022-03-08","It is under follow up / they will update us at the time of finalization ","2022-03-25","2022-03-08 11:24:59.333856","3048"
"5960","4258","2022-03-08","It will take 2 months.","2022-04-21","2022-03-08 11:25:44.842257","3044"
"5961","4229","2022-03-08","Under follow up. It will take one month.","2022-04-20","2022-03-08 11:27:26.629801","3044"
"5962","4428","2022-03-08","it is under follow up","2022-03-25","2022-03-08 11:27:47.197017","3048"
"5963","4221","2022-03-08","It will take time of 2 months.","2022-04-20","2022-03-08 11:29:41.240169","3044"
"5964","4252","2022-03-08","We have submitted techno-commercial offer. Under follow up.","2022-04-28","2022-03-08 11:32:44.356785","3044"
"5965","5106","2022-03-08","FIRM RQUIRMENT FINALSIED BY AUCTION ON APRIL MONTH ","2022-04-10","2022-03-08 11:36:35.258910","3007"
"5966","4972","2022-03-08","budgetory offer for IOCL GUJARAT project ","2022-05-15","2022-03-08 11:38:06.848483","3007"
"5967","4260","2022-03-08","We have received comments on the submitted offer.","2022-04-13","2022-03-08 11:40:27.765784","3044"
"5968","4414","2022-03-08","It is under follow up","2022-03-25","2022-03-08 11:40:45.635957","3048"
"5969","4261","2022-03-08","It will take 3 months.","2022-07-14","2022-03-08 11:40:54.101896","3044"
"5970","5086","2022-03-08","tender systems due in 4 month ","2022-05-30","2022-03-08 11:41:46.327506","3007"
"5971","4266","2022-03-08","It will take time 2 months.","2022-04-21","2022-03-08 11:43:21.484756","3044"
"5972","5107","2022-03-08","Budgetory offer take some time bid open by after 3 month ","2022-05-30","2022-03-08 11:43:29.630311","3007"
"5973","5110","2022-03-08","Budgetory offer take some time bid open by next 3 Month ","2023-06-12","2022-03-08 11:44:19.680363","3007"
"5974","5156","2022-03-08","Budgetory offer for assam project bid open by next 3 month ","2023-06-15","2022-03-08 11:44:52.942463","3007"
"5975","5158","2022-03-08","Budgetory offer  take some time 400kV GIS Substation at Khavda Pooling Station @ Khavda Gujarat for KPS1, KPS2 ","2022-06-15","2022-03-08 11:45:42.064474","3007"
"5976","5176","2022-03-08","budgetary offer for assam project ","2022-06-15","2022-03-08 11:49:09.272205","3007"
"5977","5220","2022-03-08","for tnedering purpose only after that they have issue to tender ","2022-04-14","2022-03-08 11:50:15.815153","3007"
"5978","5240","2022-03-08","Budgetory offer for PGCIL Tuticorin Pkg ","2022-06-15","2022-03-08 11:51:46.729897","3007"
"5979","4275","2022-03-08","It will take time of 2 months.","2022-04-21","2022-03-08 11:52:22.329150","3044"
"5980","4187","2022-03-08","It is under follow up","2022-03-25","2022-03-08 11:55:23.687385","3048"
"5981","4315","2022-03-08","They will intimate us about this.","2022-04-14","2022-03-08 11:59:32.044556","3044"
"5982","4409","2022-03-08","They will provide us revised quantity.","2022-04-21","2022-03-08 12:02:09.929526","3044"
"5983","4395","2022-03-08","We have submitted rates as per the revised qty. Under follow up.","2022-04-20","2022-03-08 12:02:42.677340","3044"
"5984","4427","2022-03-08","They will provide us final BOQ for this project.","2022-04-27","2022-03-08 12:03:37.000203","3044"
"5985","5249","2022-03-08","firm enquiry finales by next 15 days and del june july 20222 110/11kV GIS Project for RBDCK at CUSAT with below mentioned details:  ","2022-03-30","2022-03-08 12:03:38.637727","3007"
"5986","5271","2022-03-08","Budgetory offer take some time PGCIL TBCB 765kV Beawar ","2022-07-01","2022-03-08 12:04:31.826300","3007"
"5987","4332","2022-03-08","They will intimate us for the finalization.","2022-04-28","2022-03-08 12:05:37.700027","3044"
"5988","4333","2022-03-08","We have submitted offer. Under follow up.","2022-04-28","2022-03-08 12:07:04.331022","3044"
"5989","4439","2022-03-08","It will take time.","2022-04-20","2022-03-08 12:08:11.679627","3044"
"5990","5136","2022-03-08","  offres is submitted  auction is rquired for BSPTCL PKG but still copper price high so hold this enq ","2022-04-10","2022-03-08 12:08:42.792873","3007"
"5991","4350","2022-03-08","We have submitted PTR along with offer.","2022-04-20","2022-03-08 12:14:55.253602","3044"
"5992","4496","2022-03-08","It will 2months for the bid opening.","2022-06-13","2022-03-08 12:17:05.645402","3044"
"5993","2421","2022-03-08","not closed yet, it is under follow up","2022-04-25","2022-03-08 12:22:57.478530","3048"
"5994","4511","2022-03-08"," We have submitted our offer with revised qty.","2022-04-21","2022-03-08 12:23:01.580613","3044"
"5995","5121","2022-03-08","offer is firm and submitted firm  final price on 04/03/2022 but torrent is not decision 1 days today rate in high copper price our rate in higher almost 90rs close this order ","2022-03-09","2022-03-08 12:24:56.251411","3007"
